ID,GSM3100217,GSM3100218,GSM3100219,GSM3100220,GSM3100221,GSM3100222,GSM3100223,GSM3100224,GSM3100225,GSM3100226,GSM3100227,GSM3100228,GSM3100229,GSM3100230
LYPLA1,-0.04881217,0.03640928,-0.01349031,0.01183398,-0.04748051,-0.04317649,-0.02240915,-0.02055922,0.00140374,-0.02879425,-0.05229646,-0.02335857,0.007138074,0.0179201
CAPN7,-0.1213236,-0.03830816,-0.1349237,-0.1355842,-0.0720951,-0.2196232,-0.1486269,-0.2302878,-0.1472244,-0.1749405,-0.02262401,-0.1064811,-0.09167257,-0.1165451
PEX6,-0.06966259,-0.02594159,-0.0134987,-0.007226876,-0.04009535,0.05149745,0.03086151,0.0300831,0.04376857,0.01174471,0.0218569,-0.06545603,-0.05639558,-0.01993681
DYNLL2,0.01916787,0.03487161,-0.01350093,0.04836091,0.001195403,0.01882063,0.01611995,-0.004725024,-0.03497093,-0.004571829,-0.03049173,0.06165935,0.1159744,0.09510063
C3orf44,-0.1359317,-0.1212007,-0.1350488,-0.0713646,-0.1534916,-0.1292297,-0.1585009,-0.08247444,-0.08916785,-0.08699304,-0.1406601,-0.1059723,-0.09601027,-0.1223526
CBS,0.07181838,0.01369108,-0.01351102,-0.004140133,-0.01988659,0.06006452,0.06899182,0.06553872,0.06817066,0.1014793,0.01602456,0.01413708,-0.03628331,0.02160897
CRADD,-0.01354596,-0.03610652,-0.01351118,0.04478292,-0.00890557,-0.001190402,-0.01213918,-0.01181903,-0.04171453,-0.04115857,-0.07146758,0.03753958,0.05747093,0.02122547
POLA1,-0.1106708,-0.03595781,-0.1351494,-0.1011835,-0.09443874,-0.2589114,-0.1632955,-0.217276,-0.147112,-0.2178398,-0.01514226,-0.07933229,-0.04113649,-0.08036661
KIF13B,-0.1880503,-0.1542704,-0.1351578,-0.2476574,-0.1356028,-0.1571888,-0.1138592,-0.1941392,-0.1443768,-0.145445,-0.04365359,-0.09810195,-0.1342776,-0.1961801
C18orf22,0.02606823,-0.0189548,-0.0135354,0.0518943,0.03034112,0.05397122,0.09218467,0.08099603,0.07993205,0.06545497,0.06554885,-0.025258,-0.01399472,0.04250931
FUT9,-0.1722438,-0.04501326,-0.1353953,-0.1686374,-0.1018291,-0.236694,-0.07875944,-0.1574594,-0.08732954,-0.08387403,0.02329388,-0.1122452,-0.1561031,-0.1989691
SPTA1,-0.09193587,0.03681691,-0.001354135,-0.01410687,0.02782504,-0.08015143,-0.05343898,-0.06366459,-0.05507616,-0.01575651,-0.03885982,-0.06681307,0.0860381,0.03706356
ZNF688,-0.08637712,-0.06292422,-0.1354152,-0.06264003,-0.09552143,0.02079315,0.006637977,-0.01204878,-0.01367173,0.001412257,0.03831527,-0.02765824,-0.1500393,-0.09124041
XPNPEP2,-0.1462931,-0.02038177,-0.1354564,-0.1259935,-0.1083536,-0.1247508,-0.04170459,-0.06701772,0.01328955,-0.08113211,-0.09103631,-0.002976663,-0.1639245,-0.1800806
AIF1,-0.05590657,-0.08192904,-0.135465,-0.1315434,-0.1087063,0.05972419,0.06346315,0.03393621,0.0488245,0.05674034,-0.01975288,-0.03353367,-0.2212426,-0.1455934
CD177,-0.08036301,-0.09494563,-0.1355081,-0.1058693,-0.06204724,-0.1061553,-0.1114422,-0.03427495,-0.03864582,-0.07750559,-0.1223478,-0.03485459,-0.04033471,-0.05335451
RNF8,0.0137806,0.04732131,-0.01355652,-0.02084473,0.02722047,0.0216121,0.02297867,-0.03080476,-0.01150206,0.007891463,-0.003937359,0.08052456,0.1156035,0.1196542
HECTD1,-0.004669992,-0.04534798,-0.01356001,-0.06196813,-0.009873652,-0.006298579,0.02455495,-0.03081597,0.01348723,-0.002753309,-0.0211208,-0.03073701,-0.02844122,-0.075321
CXorf42,-0.1235083,-0.05544479,-0.1356651,-0.1152863,-0.1012757,-0.06259792,-0.04980896,-0.03491824,-0.01593347,-0.05698391,-0.08184123,-0.08597755,-0.165281,-0.1625243
PCMT1,-0.1694874,-0.05086236,-0.1357549,-0.05908362,-0.09247175,-0.1055214,-0.1220346,-0.08700109,-0.06738897,-0.06329461,-0.01274017,-0.1185011,-0.04865426,-0.09806489
ITGA6,-0.02065564,-0.06182691,-0.01359276,-0.07370065,-0.02358916,0.03446639,0.001984323,0.01419106,0.01329919,0.003772392,0.00677054,-0.02664784,-0.08274563,-0.07205478
ST3GAL3,0.01974703,-0.006386322,-0.01361181,-0.005207586,0.03374935,0.01542274,0.02823597,0.04240968,0.04029461,0.04331512,-0.02356137,-0.002614914,-0.02339603,-0.02641417
AGPAT9,-0.03813099,-0.001825785,-0.0136133,-0.05369603,-0.005827891,-0.05086743,-0.10507,-0.05200132,-0.03798003,-0.05915886,-0.04034667,0.008009861,0.06957146,0.07988841
CLCNKA,-0.04975592,-0.06812133,-0.1361725,-0.1490883,-0.08391189,0.08178279,0.06447388,0.12052,0.1197826,0.03512262,-0.07333159,-0.03150118,-0.2323875,-0.09289259
KCNU1,-0.07910833,-0.01074084,-0.1362116,-0.2370103,-0.1161964,-0.1838098,-0.06557849,-0.1427271,-0.09303892,-0.06514645,-0.03964384,-0.07037196,-0.09237167,-0.1200006
CCDC52,-0.1032865,-0.1596227,-0.1362505,-0.08699775,-0.1159583,-0.02635796,-0.02774934,-0.001125457,-0.01011881,-0.07276947,-0.1431089,-0.1100282,-0.1536692,-0.1628675
C11orf52,-0.03764692,-0.1210343,-0.1364214,-0.1507929,-0.07953838,-0.039227,0.003870583,-0.003813371,-0.001547182,-0.05091777,-0.05938662,-0.05245948,-0.1552027,-0.0924562
ESR1,-0.1798328,-0.02601096,-0.1365628,-0.09687818,-0.1266916,-0.1871703,-0.1035579,-0.2261517,-0.1291612,-0.1451024,-0.06292325,-0.05551512,-0.006440773,-0.1604624
IGBP1,-0.1367604,0.0427845,-0.1366924,-0.1602486,-0.06020161,-0.1481249,-0.08627774,-0.1310248,-0.06048424,0.005759165,-0.04442854,-0.007934155,-0.1014982,-0.1017277
CXorf56,-0.02584908,0.02188056,-0.1367645,-0.04941618,-0.0286925,-0.1835533,-0.1314176,-0.1417079,-0.1204258,-0.1171634,0.0747157,-0.004638185,0.02377207,0.01824791
ASH2L,-0.1633389,-0.06009164,-0.1369874,-0.2900083,-0.1221935,-0.1946293,-0.104662,-0.257451,-0.1378583,-0.1321295,-0.04185745,-0.07576938,-0.1294499,-0.1951329
DLL1,-0.1241424,0.009176505,-0.1370452,-0.1022977,-0.1189539,-0.1323645,-0.01619783,-0.1730327,-0.03462665,-0.004475634,0.07074573,-0.1325393,-0.1884695,-0.2609846
ATP6V1G1,-0.1104708,-0.1220851,-0.1370507,-0.1802573,-0.1901318,-0.2014915,-0.1481357,-0.155338,-0.1131351,-0.1835748,-0.09834248,-0.1449285,-0.2248879,-0.2969469
CXorf26,-0.1745633,0.01988423,-0.1370796,-0.1213603,-0.206344,-0.2012783,-0.110705,-0.2113137,-0.1019879,-0.09770588,-0.01847651,-0.13437,-0.09920278,-0.206291
SHQ1,0.03265672,-0.05176104,-0.01371371,0.1104278,0.02578086,0.01055557,-0.001948772,0.02228679,-0.006792936,0.01828869,0.02274418,0.01476492,0.02436356,0.0288861
CGRRF1,-0.06403997,-0.06187715,-0.1371607,-0.2420839,-0.08946892,0.04916516,0.05180234,0.07157423,0.0966136,0.02831995,-0.07351855,0.03781129,-0.157085,-0.07314506
TNFRSF10A,-0.1169687,-0.06431922,-0.1371725,-0.2347769,-0.09536838,-0.1213903,-0.03528,-0.1766726,-0.07082681,-0.01910221,-0.01112883,-0.06133372,-0.1677464,-0.1601242
DNAH1,-0.1210353,-0.04547606,-0.1372053,-0.1521462,-0.0781911,-0.2050436,-0.1112093,-0.1910866,-0.0932138,-0.1442592,-0.1194423,-0.08083833,-0.06665177,-0.1350411
APOOL,-0.1470868,-0.0520422,-0.1372276,-0.1065996,-0.1428508,-0.1581554,-0.1008774,-0.2076499,-0.08340551,-0.1033561,-0.02939566,-0.06761097,-0.1409033,-0.2033601
SRPX,-0.228713,0.007429085,-0.1372452,-0.06175449,-0.1302401,-0.2503052,-0.1657566,-0.1950255,-0.1631769,-0.1705219,-0.02874769,-0.01570285,-0.1071425,-0.116471
MAP7,-0.07824509,-0.08373677,-0.1373028,-0.07815305,-0.09131099,-0.1475165,-0.05318721,-0.1430112,-0.1058043,-0.07599301,-0.0168292,-0.1251073,-0.1399997,-0.1435634
ZNF385D,-0.09548027,-0.004699667,-0.1373639,-0.09359656,-0.04054018,-0.1890674,-0.0974702,-0.1358007,-0.05930973,-0.1195339,-0.04153866,-0.04173403,-0.06831465,-0.145709
NUSAP1,-0.000895522,-0.02956629,-0.001374076,-0.02129225,-0.03920677,-0.01403187,-0.03412081,-0.01140306,-0.05735749,-0.06256288,0.01069257,0.06213017,0.05634034,0.09185865
MRPS7,0.07064146,0.03504541,-0.01374861,0.1030349,0.03038777,0.08431363,0.05993998,0.06095143,0.06252347,0.06434413,0.05354642,0.01273071,-0.009697447,0.001778245
PPEF2,0.01322891,0.02592441,-0.01375385,-0.001766849,0.03083,-0.00264073,0.04678878,-0.004883016,0.000348492,0.01863526,0.01489295,0.002498747,0.02977789,0.02969178
CCR3,-0.1465144,-0.07033312,-0.1375894,-0.1348551,-0.1573169,-0.1978472,-0.07595276,-0.1802758,-0.1151264,-0.1189873,-0.08598734,-0.1208327,-0.1314756,-0.1864672
MAK10,-0.02442145,-0.02545053,-0.001376041,-0.02110552,-0.06227325,-0.2671982,-0.1153726,-0.1640756,-0.1322613,-0.1480797,-0.08977846,-0.1370122,-0.08796515,-0.1545387
C12orf44,0.04903335,0.005684987,-0.01376823,0.09208531,0.008774418,0.08370382,0.07649948,0.02578349,0.05854547,0.05096993,0.0737322,-0.009930755,-0.02369036,-0.03100205
WFDC10B,0.01689882,-0.023413,-0.01377024,0.03088278,0.01160513,-0.0186824,-0.06697156,-0.000584646,-0.01885903,-0.0308388,-0.05608946,0.03898826,0.01562414,-0.008294064
CEP110,-0.1248664,-0.1543718,-0.1377927,-0.250078,-0.1892526,-0.2408937,-0.1444822,-0.1662879,-0.1137512,-0.1751143,-0.131913,-0.1777153,-0.3130685,-0.3842278
IL22RA2,-0.08493927,-0.07740507,-0.1378133,-0.10924,-0.1396015,-0.1843002,-0.1099687,-0.1901079,-0.1284888,-0.1074874,0.00521687,-0.1370389,-0.1153558,-0.1240719
VPS24,-0.1058047,-0.1155739,-0.1378761,-0.1026125,-0.1345833,-0.06878193,-0.1002656,-0.118901,-0.08585046,-0.1041539,-0.1314266,-0.2310955,-0.1390098,-0.1193025
ZNF292,-0.1044192,-0.001776017,-0.137892,-0.07325749,-0.07601052,-0.2053817,-0.123284,-0.2226595,-0.1291756,-0.133126,-0.0122186,-0.09443415,-0.0161482,-0.1171338
EDN3,-0.01869785,-0.01031409,-0.001381232,0.1027449,0.04181163,0.001157821,0.03570288,-0.002427371,0.003790386,0.05099536,0.02946554,0.01668129,0.03220442,-0.008585078
ATF2,0.005913289,0.01116324,-0.0138211,-0.0840653,-0.04136866,-0.02911654,-0.04595561,0.0201436,-0.04861655,-0.03484489,-0.04904698,0.002688991,-0.02076724,-0.01630847
MLLT4,-0.1106867,-0.003580839,-0.1382742,-0.07024201,-0.1279549,-0.1929531,-0.1042897,-0.1811878,-0.1034904,-0.1315753,0.01883798,-0.04912539,-0.04647941,-0.177126
GALC,-0.02403625,-0.03265137,-0.001382876,-0.1384399,0.001817414,-0.00416659,-0.03211167,0.02016385,0.02942643,-0.01320979,-0.03982365,0.1016613,0.02915046,0.06964209
PRICKLE2,-0.1563707,-0.03210207,-0.138496,-0.1121966,-0.1041029,-0.208971,-0.06122086,-0.1972028,-0.07536789,-0.07156288,0.02349139,-0.1311121,-0.132295,-0.2112533
EBPL,-0.09227551,-0.1489884,-0.1385025,-0.1317945,-0.1029612,0.02966757,-0.06166644,-0.01125119,-0.1057737,-0.1018794,-0.02263623,-0.1553419,-0.1962199,-0.1494631
ERN2,-0.01625812,0.05324769,-0.01385046,-0.03727935,-0.02824218,-0.001720284,0.03084899,0.000693118,-0.000622064,0.006472974,-0.03293272,0.02555762,0.01880405,0.05482808
LOC100131691,-0.1294577,-0.1096397,-0.1385133,-0.137333,-0.13666,-0.06906535,-0.06338845,-0.02636997,-0.01297039,-0.06735543,-0.1343645,-0.03989149,-0.1143167,-0.1120982
ASH1L,-0.1095838,-0.08779603,-0.1386153,-0.1000952,-0.1008338,0.02635008,-0.06526858,0.05873679,0.000688738,-0.05385877,-0.08022504,-0.02477671,-0.1474436,-0.1115787
PNLIPRP2,-0.001047227,0.02890774,-0.01386395,0.01649491,-0.05074335,0.01938202,0.0636234,0.0224773,0.02297028,0.03598077,0.03815036,0.000785948,-0.03444312,-0.04403453
KIAA1310,-0.0226421,-0.02596428,-0.01387177,0.02494872,-0.002212342,-0.0227821,-0.01873125,-0.03060013,-0.01813794,-0.004865915,0.08264188,-0.06854566,0.03646261,0.03591929
PHACTR4,-0.02608848,-0.06129522,-0.01387483,-0.05372095,-0.04390791,-0.05734743,-0.06249353,-0.05936285,-0.04979293,-0.06771628,-0.0465737,-0.1320109,-0.04134804,-0.03549609
BDH1,-0.1133964,-0.118325,-0.1388041,-0.04055489,-0.1099632,-0.2102096,-0.2099776,-0.2183911,-0.2407564,-0.2243653,-0.1862183,-0.1568957,-0.05433546,-0.05639124
PLEKHF2,-0.06452969,0.02256401,-0.01388263,-0.03325037,-0.05736654,0.01234285,-0.006951849,0.004502173,0.01746673,-0.08264915,-0.02181683,-0.06092819,-0.000295902,-0.01591849
SSSCA1,-0.07673972,-0.08157075,-0.138843,-0.01418417,-0.1105808,0.0719097,0.06671543,0.08442741,0.08906605,0.0852313,0.008980289,-0.0134983,-0.1834319,-0.1172259
ARF4,-0.07607375,-0.02143348,-0.1390478,-0.0918785,-0.08905417,-0.2307205,-0.2050031,-0.2207901,-0.2129924,-0.1704419,-0.0191022,-0.03296649,-0.1471101,-0.09988181
SCN10A,-0.1517417,-0.05752421,-0.1390531,-0.06591263,-0.07001501,-0.2488968,-0.152575,-0.280422,-0.1733846,-0.1576429,-0.02814616,-0.1726203,-0.06009995,-0.1825929
GRM7,-0.09641967,-0.01344839,-0.1391708,-0.08587482,-0.08031204,-0.1362593,-0.07250756,-0.1433981,-0.05972597,-0.07167692,-0.01123613,-0.0707193,-0.1276936,-0.2017479
RAD23B,-0.02044468,-0.06493021,-0.01391805,-0.1275437,-0.1111633,-0.2058594,-0.1473882,-0.1726626,-0.1524951,-0.1538384,-0.05353158,-0.1058546,-0.1325166,-0.2167316
PRAF2,-0.09962234,0.006312355,-0.1392192,-0.04302197,-0.04579451,-0.1741849,-0.06268373,-0.1764377,-0.1157667,-0.1104069,-0.00274116,-0.06127617,-0.07365118,-0.1079929
PABPC5,-0.1383776,-0.046222,-0.139277,-0.04273356,-0.1001533,-0.1675405,-0.0592693,-0.1581592,-0.1079737,-0.08141812,0.02451559,-0.1231586,-0.1183433,-0.2308922
C15orf29,0.02784997,0.009808644,-0.0139287,0.02377725,0.03011686,0.03464002,0.03993746,0.06389354,0.0460355,0.009068447,-0.04679433,0.01818871,0.1110577,0.09441629
SYNE1,-0.1052222,-0.004159166,-0.139345,-0.09689144,-0.1384557,-0.1214676,-0.04170542,-0.1192734,-0.04345157,-0.06393521,0.04606619,-0.02306853,-0.1055802,-0.1790288
FLNA,-0.1151146,0.01413492,-0.1395307,-0.0570639,-0.07255469,-0.1303383,-0.06442149,-0.1777918,-0.05163901,-0.07860517,0.07343593,-0.07167711,-0.02681691,-0.1428019
ABCA8,0.03144218,0.03165783,-0.01395532,0.1192786,0.06935692,-0.04991038,-0.03082035,-0.02412225,-0.02544239,-0.02756956,0.06980071,-0.02645005,0.07302648,0.005640251
C10orf11,-0.1229934,-0.1406918,-0.139566,-0.2241182,-0.08142351,-0.01501795,-0.02089392,0.01075659,0.04203895,-0.01217449,-0.05185442,0.07392071,-0.1903354,-0.1151141
ZNF673,-0.09076122,0.009464469,-0.1396096,-0.125544,-0.05293285,-0.1642781,-0.02825959,-0.1604863,-0.08102133,-0.05072538,-0.02292309,-0.07366217,-0.07609737,-0.1777938
BCAM,-0.0779617,-0.08627056,-0.1396684,-0.1145099,-0.1105405,0.06114196,0.08695718,0.05268608,0.07952088,0.06213247,-0.0907677,-0.05100449,-0.2222809,-0.1340907
COMMD10,0.02430908,0.01131295,-0.01397013,0.0594306,-0.001883889,0.08919823,0.03337974,0.06317308,0.08095023,0.01806468,0.03744525,-0.01144428,0.01886588,0.02568832
PGM3,-0.1090911,0.006987865,-0.1397655,-0.07600342,-0.1268923,-0.2225727,-0.08944885,-0.168593,-0.1276753,-0.1133101,-0.02764653,-0.03737616,-0.0393244,-0.09725825
YES1,-0.08026136,-0.1389716,-0.1398871,-0.03785214,-0.113097,0.006960303,0.01367952,0.02006736,0.02401409,-0.01764592,-0.1054434,-0.06675412,-0.1370842,-0.1236658
C6orf48,0.03987287,0.0388297,-0.01401058,-0.02696552,-0.003157367,0.05718401,0.06546482,0.02333987,0.07353738,0.04817474,-0.02237626,0.08435187,0.008576442,0.07107623
NINJ2,-0.01103704,0.008410385,-0.01401385,0.08534062,0.003187,-0.01131134,-0.01317822,0.006080881,-0.02396652,-0.0359087,-0.01580096,0.007813688,0.04774555,0.01779121
PQBP1,-0.06608293,-0.06226139,-0.1403002,-0.07648346,-0.1023771,-0.05107656,-0.01173975,-0.04510335,-0.01233355,-0.03946249,-0.03313877,-0.09253974,-0.1526094,-0.1813542
YIPF6,-0.1610153,-0.02515134,-0.1403447,-0.120135,-0.1188614,-0.1211023,-0.05181181,-0.1052589,-0.03826885,-0.03758255,0.00568009,-0.03802362,-0.1435207,-0.1900273
FERMT2,-0.007604287,-0.01369816,-0.01403675,-0.1051278,-0.03040962,0.002973879,-0.01981183,-0.0145099,0.01171592,0.03165169,-0.02120515,-0.1247958,0.01137963,-0.02122456
DPYSL5,0.03760224,-0.004149084,-0.01403803,-0.01887288,-0.00342402,0.1109695,0.09412544,0.08160462,0.1130937,0.1220917,0.04993207,0.005555413,-0.08429327,-0.03286532
CACNG8,-0.1385585,-0.1185044,-0.1404091,-0.1001534,-0.1186438,-0.07928925,-0.04905041,-0.03842526,-0.002702794,-0.08318796,-0.154339,-0.08442906,-0.1379562,-0.166728
PLEKHM1,0.0295047,0.02024742,-0.01405509,0.07389264,-0.01328826,0.07890986,0.0424382,0.05555349,0.04412241,0.06210874,0.05380486,0.02262137,-0.05669912,-0.02542201
TRAM1,0.002037943,0.02720933,-0.0140715,0.03200514,-0.01409592,0.0165954,0.04308845,-0.0259536,0.01652792,0.02294448,-0.03628335,-0.05172358,-0.06326779,-0.03797539
LRRC8E,-0.1515179,-0.1793568,-0.1409661,-0.1997026,-0.1756546,-0.1788034,-0.1325583,-0.07609493,-0.09506592,-0.1534811,-0.1629456,-0.1670574,-0.1631459,-0.185898
DDX26B,-0.1186693,-0.05823146,-0.1409928,-0.1404105,-0.1492754,-0.1743618,-0.06195141,-0.2093962,-0.09259951,-0.06614977,0.01156656,-0.1234223,-0.2031994,-0.2187356
COLQ,-0.1390595,-0.01431011,-0.1410932,-0.1080764,-0.07122582,-0.1996469,-0.08956434,-0.2088826,-0.09056142,-0.1129836,-0.0428452,-0.03596192,-0.07065381,-0.1387554
SMPDL3A,-0.1399527,-0.1020748,-0.1411314,-0.05832531,-0.09342428,-0.2691326,-0.1716286,-0.1728977,-0.1446786,-0.1892471,-0.05204103,0.05073492,-0.1111291,-0.1943114
THEMIS,-0.1814127,-0.07673148,-0.1412021,-0.1186672,-0.1080811,-0.1875148,-0.1185804,-0.1758913,-0.1309735,-0.1235614,-0.01483794,-0.098756,-0.1238974,-0.1944028
SLC6A17,0.03633474,0.03931579,-0.01412039,-0.004088483,-0.007481706,0.09626956,0.1072041,0.09698353,0.09981764,0.1204419,0.01323837,0.008645235,-0.03917675,-0.01010572
ATP2B4,0.01173029,0.02352782,-0.01412636,0.002680887,0.02607145,0.03478925,0.04243328,0.01681964,0.04058782,-0.01610222,0.02594302,-0.02562668,-0.04588769,-0.01310557
KIAA0020,-0.05522099,-0.08805991,-0.01413006,-0.1571571,-0.08955418,-0.2236395,-0.09991661,-0.2091921,-0.1247943,-0.1069072,-0.03008834,-0.1070085,-0.167576,-0.2538565
UBE2A,-0.1666392,0.001157279,-0.1414137,-0.0942806,-0.03272604,-0.2770179,-0.1408274,-0.2331555,-0.1950311,-0.1398689,-0.003655772,-0.03375192,0.02567184,-0.08855712
GTPBP2,0.003475342,-0.02395132,-0.01414191,-0.05186351,-0.04678321,-0.04610004,-0.0334883,-0.02833975,-0.02898263,-0.08938409,-0.07989377,0.006629983,0.005344349,0.0491483
GSTO2,-0.01444688,0.0669855,-0.01414834,0.04018154,0.07339736,-0.002125723,-0.03769533,-0.01443536,-0.07376005,0.000569111,0.03830754,0.08911155,0.04954946,0.02327189
LCN6,-0.0338858,-0.04884666,-0.01415258,-0.1118734,-0.08962922,-0.1548564,-0.02176462,-0.1788224,-0.04029427,-0.057492,0.004668427,-0.07530612,-0.1555379,-0.3070012
HEMK1,-0.1870972,-0.04182852,-0.1415629,-0.1632547,-0.0863227,-0.1688338,-0.1000231,-0.1819096,-0.1040537,-0.1526611,-0.06707928,-0.05863705,-0.0781472,-0.1290407
SPRYD3,0.04312792,0.02323775,-0.0141567,0.06274334,-0.005617852,0.06824634,0.06460568,-6.45E-05,0.03295471,0.05114878,0.09665316,-0.02308478,-0.02380677,-0.0252649
XPC,-0.1422474,-0.03793275,-0.1415716,-0.1242379,-0.1047798,-0.1783753,-0.1002704,-0.1788354,-0.09099378,-0.1179983,-0.07302803,-0.1030519,-0.1321907,-0.162497
CD40LG,-0.06841302,-0.01867909,-0.1415744,-0.1729368,-0.009649082,-0.285388,-0.2777677,-0.229752,-0.21124,-0.1693791,-0.001755828,-0.05606469,-0.05341661,-0.002490619
ELSPBP1,-0.003480444,-0.009606674,-0.01415988,0.007588717,0.0168844,0.0471813,0.06474414,0.008947718,0.03190281,0.01468135,-0.02923749,0.01351273,-0.04171801,-0.01865987
NQO1,0.01463043,0.005703758,-0.01416076,-0.02850471,0.002353473,0.04314996,0.03778505,0.008863799,0.02803537,-0.1345349,-0.1007864,0.02873228,-0.01792963,-0.01034315
ARSB,-0.09935663,-0.1323601,-0.1416102,-0.08277207,-0.1245488,0.0296974,0.02889752,0.04775242,0.03302526,0.0642164,-0.0665031,-0.02447704,-0.2383863,-0.116074
BANP,0.02678418,0.001196052,-0.01416713,-0.02805912,-0.009625333,-0.0458897,-0.03633263,-0.01053059,-0.01739773,-0.1961807,-0.1315372,-0.06036953,0.08240745,0.04791446
LYN,-0.01611874,0.03792387,-0.01417524,0.07954898,-0.03681343,0.001942781,-0.009327261,-0.03759556,-0.0382474,0.008132461,0.06710311,-0.03890736,0.02815719,-0.01809956
PREP,-0.1863267,-0.03228414,-0.1418689,-0.266427,-0.07482193,-0.308782,-0.2178155,-0.2353263,-0.1973079,-0.1988337,-0.06798038,-0.1264708,-0.1261432,-0.1710846
FNIP1,-0.03368468,-0.04556156,-0.01419067,0.03104889,-0.01588603,-0.03346606,0.001095666,-0.01977159,-0.02859577,0.01075983,-0.0431812,-0.0226722,-0.03149986,-0.05925647
HNF1A,-0.09176035,-0.09603493,-0.1419616,-0.05774018,-0.1142637,0.15769,0.1129855,0.2237418,0.2179449,0.1089709,0.1464906,0.000209649,-0.1290622,-0.04919845
DTNB,-0.02852029,0.03094078,-0.01420928,-0.03683652,0.004877687,-0.1186416,-0.06393186,-0.07921888,-0.07430153,-0.1136691,-0.008738385,-0.05639847,0.07020504,0.1074382
SARS,-0.07641931,-0.1087913,-0.1421412,-0.1226338,-0.135473,-0.03702911,-0.04950259,-0.03165392,-0.01548034,-0.08028024,-0.1442348,-0.1483574,-0.1268483,-0.1018034
GRIA1,-0.03541974,-0.02711238,-0.01423178,0.04045018,-0.05591201,0.02046858,-0.01046024,0.008220398,0.02302461,0.004394698,-0.05144489,-0.006101704,-0.05250113,-0.06361065
CHGB,0.01343533,-0.02539245,-0.01423832,0.06452088,0.003748745,-0.03063022,-0.0407202,-0.06128981,-0.01313332,-0.06382308,0.004845716,-0.04812023,0.01723753,0.00673884
NFXL1,-0.05607007,-0.0139827,-0.001424145,-0.1052717,-0.06272031,-0.04343436,-0.07896928,-0.05358307,-0.03882159,-0.02046395,-0.04201064,-0.09093301,0.001031066,-0.1052034
GON4L,0.02743795,-0.000501971,-0.001424173,0.01866776,-0.03223374,-0.04845156,0.04889249,-0.05743881,-0.04120807,0.02630505,0.02644481,-0.1172087,-0.06372879,-0.1761798
HTR3A,0.03808161,-0.04473595,-0.01424298,0.01387784,0.06872004,-0.02367011,-0.008327818,0.00028263,-0.06761818,0.01056384,0.007528106,-0.05506709,0.04509259,0.01745785
GTSE1,-0.01778363,0.002564939,-0.0142513,0.07857695,0.007085148,-0.05102235,-0.01621833,-0.01948886,-0.008428496,-0.0341059,-0.0609649,-0.05006633,0.06244152,0.0939263
P2RX3,0.0160957,0.01003064,-0.01425298,0.05600838,0.02560379,0.002925818,0.004021043,0.003981587,0.009827081,-0.004867995,-0.01137889,0.05898315,0.09230151,0.04335921
XBP1,0.002277402,0.005760342,-0.01425321,0.07610232,0.001750063,0.03095303,0.003897363,0.01270357,-0.00680596,-0.05418374,-0.06189624,-0.110226,0.002184106,-0.01286448
CTDP1,-0.01125006,-0.02141063,-0.01425461,0.01155896,0.01049993,0.01411426,0.01799959,0.01207493,0.01932128,0.03013538,-0.02213713,-0.02188792,0.03013201,0.108421
SREBF1,-0.09457386,-0.1336078,-0.1425543,-0.03638612,-0.1200263,-0.01870184,-0.01410541,-0.01899567,-0.09453488,-0.1787828,-0.1402043,-0.05959092,-0.1527052,-0.1525724
CLRN3,0.03936466,0.008873801,-0.01425775,0.007374963,-0.000392218,0.08250072,-0.002453432,0.0757491,0.05374853,0.04659789,0.01181443,0.06358658,0.006258678,0.08216993
CRTC3,-0.02452178,-0.02752971,-0.01426938,-0.07823075,-0.002752413,0.0178484,0.06254027,0.04086018,0.0369943,0.05641821,-0.01869616,0.005732547,-0.079739,-0.09093911
TMEM126A,-0.07743307,-0.09706033,-0.1426963,-0.1430353,-0.1013686,0.01068768,0.003516354,0.1408344,0.09341019,0.05487519,0.0260329,0.01628492,-0.1236217,-0.04062326
TBC1D8,0.0219844,0.001732805,-0.01427125,0.000200145,-0.01152418,0.05766353,0.07088633,0.04292172,0.07732036,-0.04979166,0.01034993,-0.01840158,-0.0962612,-0.02303588
PDGFRL,-0.1186033,-0.01435753,-0.142751,-0.2914563,-0.07678865,-0.1940184,-0.09742149,-0.195064,-0.06870056,-0.1016085,0.003710866,-0.04586679,-0.1555155,-0.1793553
AMMECR1,-0.176487,-0.04950674,-0.1427811,-0.1277594,-0.1232564,-0.2177267,-0.137547,-0.2318342,-0.1853202,-0.1707769,-0.05192115,-0.08947309,-0.1399255,-0.2999875
ST8SIA2,0.01870031,0.05296612,-0.01430229,-0.03466228,0.03164687,0.01495902,0.04884141,-0.01817798,0.01912886,-0.007447421,0.08388077,0.04327984,0.06819143,0.09524395
ASF1A,-0.1179294,-0.01083884,-0.1430351,-0.07938626,-0.03908876,-0.2030586,-0.1098164,-0.2040097,-0.116925,-0.1091134,0.009872069,-0.0130199,-0.08801699,-0.1528015
XYLT2,-0.1061339,-0.08466219,-0.1430463,-0.03513217,-0.1307892,-0.1080248,-0.0609084,-0.09279784,-0.07947788,-0.03878443,-0.04287706,-0.1197169,-0.09559082,-0.1731635
EXOSC9,0.03094802,0.02245957,-0.01430628,-0.03161181,0.005087635,0.02062141,0.005003943,-0.009142149,0.01921157,0.007035586,0.07390648,0.1074308,0.04486643,0.09186605
